"","county_name","urbanicity","sum_aapi_pop","sum_black_pop","sum_latinx_pop","sum_native_pop","sum_white_pop","total_pop"
"1547","Pender County","small/mid",0,1584.69,753.5,0,1981.5,4319.69
"1548","Pendleton County","rural",0.18,6.53,38.9,0.96,38.9,85.47
"1549","Pendleton County","suburban",6.61,177.09,150.42,0,150.42,484.54
"1550","Pennington County","rural",88.31,93,56.77,270,56.77,564.85
"1551","Pennington County","small/mid",44.83,1029.14,516.6,12174.53,1021.6,14786.7
"1552","Penobscot County","small/mid",56.28,274.5,188.06,266.53,325.06,1110.43
"1553","Peoria County","small/mid",29.9,16121.43,6716.39,0,22177.39,45045.11
"1554","Pepin County","rural",0,19,0,24,0,43
"1555","Perkins County","rural",0,22.82,9.88,37.47,9.88,80.05
"1556","Perquimans County","rural",3.89,219.26,490.99,1.19,683.99,1399.32
"1557","Perry County","rural",0,1419.02,1547.4,19,2788.4,5773.82
"1558","Perry County","small/mid",23.05,533.79,653.07,257.7,1124.07,2591.68
"1559","Perry County","suburban",2.18,2.47,40.39,1.79,40.39,87.22
"1560","Pershing County","rural",62.5,136.5,87.83,46,40.83,373.66
"1561","Person County","small/mid",0,2236.54,1600,0,3743,7579.54
"1562","Petersburg Census Area","rural",0,5,0,0,0,5
"1563","Petersburg city","suburban",68.22,9435.74,8738.88,30.98,18057.88,36331.7
"1564","Petroleum County","rural",0,0,0.6,0.6,0.6,1.8
"1565","Pettis County","rural",0,1219,651.5,0,1547.5,3418
"1566","Phelps County","rural",65.15,870.25,516.9,29.59,760.9,2242.79
"1567","Philadelphia County","urban",3218.39,358325.23,208809.87,441.08,488310.87,1059105.44
"1568","Phillips County","rural",109.01,224.75,1631.06,84.42,1625.06,3674.3
"1569","Piatt County","small/mid",0,42,328.2,0,332.2,702.4
"1570","Pickaway County","suburban",27.58,330,442.5,31.58,690.5,1522.16
"1571","Pickens County","small/mid",1,5153.63,3893.41,6.21,8690.41,17744.66
"1572","Pickens County","suburban",0,152.69,237.5,0,242.5,632.69
"1573","Pickett County","rural",0,0,0,0,0,0
"1574","Pierce County","rural",0.68,658.78,374.38,189.8,899.38,2123.02
"1575","Pierce County","suburban",2743.86,25247.22,16404.07,3652.85,32612.07,80660.07
"1576","Pike County","rural",4.43,10008.5,5064.25,58.9,14767.25,29903.33
"1577","Pike County","suburban",257.5,2203.32,2282.53,28.45,2643.53,7415.33
"1578","Pima County","small/mid",536.45,30764.37,44810.83,6264.53,17822.83,100199.01
"1579","Pinal County","suburban",570.01,11676.96,11892.12,2758.39,4823.12,31720.6
"1580","Pine County","rural",37.38,72.26,89.82,238.12,93.82,531.4
"1581","Pinellas County","urban",327.35,64747.6,37580.09,123.24,94529.09,197307.37
"1582","Pipestone County","rural",0,27.13,22.92,46.39,22.92,119.36
"1583","Piscataquis County","rural",0,28.69,30.5,0,30.5,89.69
"1584","Pitkin County","rural",0,108.5,123.74,0,35.74,267.98
"1585","Pitt County","small/mid",0,11907.32,9262.56,0,20083.56,41253.44
"1586","Pittsburg County","rural",2.84,778.85,522.21,998.43,1053.21,3355.54
"1587","Pittsylvania County","rural",0,3989.5,1803.5,0,5743.5,11536.5
"1588","Piute County","rural",3.47,22.26,7.28,4.51,7.28,44.8
"1589","Placer County","suburban",341.99,3476.1,3061.3,503.03,2492.3,9874.72
"1590","Plaquemines Parish","suburban",63.68,779.12,2135.09,30,2870.09,5877.98
"1591","Platte County","rural",11.65,493.7,422.25,119.69,158.25,1205.54
"1592","Platte County","suburban",69.03,1560.91,814.04,21.75,1946.04,4411.77
"1593","Pleasants County","rural",0.23,1.84,29.32,0,29.32,60.71
"1594","Plumas County","rural",0,137,58.59,64.27,90.59,350.45
"1595","Plymouth County","small/mid",0,126.5,44,15.25,40,225.75
"1596","Plymouth County","suburban",508.18,9079.75,11315.5,91.66,12392.5,33387.59
"1597","Pocahontas County","rural",22.3,12.79,40.6,22.12,40.6,138.41
"1598","Poinsett County","small/mid",0,76.55,630.02,0,630.02,1336.59
"1599","Pointe Coupee Parish","small/mid",0,832.33,2327,0,2844,6003.33
"1600","Polk County","rural",5.01,8843.38,3505.19,245.02,7446.19,20044.79
"1601","Polk County","small/mid",890.02,51635.05,39193.63,1136.54,72772.63,165627.87
"1602","Pondera County","rural",0,0,3.89,18.02,3.89,25.8
"1603","Pontotoc County","rural",7.19,1549.03,1081.19,1642.19,2335.19,6614.79
"1604","Pope County","rural",12.57,135.44,487.12,57.58,487.12,1179.83
"1605","Poquoson city","suburban",5.23,31.09,443.02,1.15,443.02,923.51
"1606","Portage County","rural",33.08,452,322.5,97.81,383.5,1288.89
"1607","Portage County","small/mid",9.12,1008.2,1003.89,6.28,1907.89,3935.38
"1608","Porter County","suburban",18.37,1343.96,2105.5,17.5,2483.5,5968.83
"1609","Portsmouth city","suburban",236.03,23972.07,23935.73,56.37,46240.73,94440.93
"1610","Posey County","small/mid",0,139,166,0,303,608
"1611","Pottawatomie County","rural",41.72,1427.65,827.99,2760.26,1776.99,6834.61
"1612","Pottawatomie County","small/mid",8.07,33.6,34.7,4.53,34.7,115.6
"1613","Pottawattamie County","small/mid",0,852,1136.09,33,1428.09,3449.18
"1614","Potter County","rural",0,13.99,18.7,0,18.7,51.39
"1615","Potter County","small/mid",384.24,13788.34,12782.26,55.62,13963.26,40973.72
"1616","Powder River County","rural",0,0,0,21.75,0,21.75
"1617","Powell County","rural",0,90.66,47.5,9.5,47.5,195.16
"1618","Power County","rural",0,235,0,68.42,0,303.42
"1619","Poweshiek County","rural",0,55.36,37.73,76.64,37.73,207.46
"1620","Powhatan County","suburban",0,729,0,0,729,1458
"1621","Prairie County","rural",0,15.94,262,0,262,539.94
"1622","Pratt County","rural",0,57.95,50.04,0,50.04,158.03
"1623","Preble County","rural",9.5,150,338,0,336,833.5
"1624","Prentiss County","rural",0,679.5,559.5,0,1229.5,2468.5
"1625","Presidio County","rural",0,2205,135.48,0,19.48,2359.96
"1626","Presque Isle County","rural",0,0,175.55,0,175.55,351.1
"1627","Preston County","small/mid",2.23,27.04,95.16,1.52,95.16,221.11
"1628","Price County","rural",0,18,0,59.08,18,95.08
"1629","Prince Edward County","rural",108.38,2540.59,2528.47,17.05,4568.47,9762.96
"1630","Prince George County","suburban",0,1357,0,0,1357,2714
"1631","Prince George's County","suburban",158.42,70654.07,32159.04,34.95,100745.04,203751.52
"1632","Prince of Wales-Hyder Census Area","rural",0,0,0,0,0,0
"1633","Prince William County","suburban",235.8,13209.43,9392.79,41.91,18918.79,41798.72
"1634","Providence County","urban",422,9630,7224,91,9630,26997
"1635","Prowers County","rural",0,512.55,438.51,0,61.51,1012.57
"1636","Pueblo County","small/mid",51.54,8547.27,12879.63,530.85,2410.63,24419.92
"1637","Pulaski County","rural",129.93,1721.26,775.23,30.41,1958.23,4615.06
"1638","Pulaski County","small/mid",36.83,4069.16,18881.34,71.45,21234.34,44293.12
"1639","Pushmataha County","rural",33.83,25.87,35.39,146.88,39.39,281.36
"1640","Putnam County","rural",48.64,10246.01,5946.25,2.13,14983.25,31226.28
"1641","Putnam County","small/mid",3.44,62.38,395.36,2.66,426.36,890.2
"1642","Putnam County","suburban",36.38,729.4,980.5,2.25,985.5,2734.03
"1643","Quay County","rural",7.61,785.19,74.55,10.77,74.55,952.67
"1644","Queen Anne's County","suburban",24.64,2064.62,1150.19,0,3089.19,6328.64
"1645","Quitman County","rural",3.58,1113.05,736.9,2.56,1834.9,3690.99
"1646","Rabun County","rural",0,129,150.77,0,138.77,418.54
"1647","Racine County","small/mid",65.47,19602.84,13580.16,127.2,28116.16,61491.83
"1648","Radford city","small/mid",1.42,427.95,356.71,0,683.71,1469.79
"1649","Rains County","rural",0,159,83.44,0,172.44,414.88
"1650","Raleigh County","small/mid",11.5,741.86,808.02,4.77,1506.02,3072.17
"1651","Ralls County","rural",0,88,0,0,88,176
"1652","Ramsey County","rural",13.25,19.81,28.79,1330.92,24.79,1417.56
"1653","Ramsey County","urban",2618.41,19113.69,11829.31,1005.7,26555.31,61122.42
"1654","Randall County","small/mid",79.2,3282,3509.5,18.75,2085.5,8974.95
"1655","Randolph County","rural",13.77,5844.9,2416.58,29.81,7813.58,16118.64
"1656","Randolph County","small/mid",13.7,2402.53,1854.5,88.11,3177.5,7536.34
"1657","Rankin County","small/mid",4,3709.92,3630.54,812.42,6917.54,15074.42
"1658","Ransom County","rural",0,0,0,0,0,0
"1659","Rapides Parish","small/mid",58.23,4993.38,15369.95,20.55,20195.95,40638.06
"1660","Rappahannock County","suburban",0.58,120.54,111.67,0.16,203.67,436.62
"1661","Ravalli County","rural",0,51.54,15,52.49,15,134.03
"1662","Rawlins County","rural",0,0,0,0,0,0
"1663","Ray County","suburban",0,261,141,0,398,800
"1664","Reagan County","rural",0,803.5,402.5,33,313.5,1552.5
"1665","Real County","rural",0,0,9,0,0,9
"1666","Red Lake County","rural",0.87,52.46,19.83,32.19,19.83,125.18
"1667","Red River County","rural",19.45,1073.65,568,22.08,1527,3210.18
"1668","Red River Parish","rural",0,885.51,1002,0,1391,3278.51
"1669","Red Willow County","rural",0,0,4,0,0,4
"1670","Redwood County","rural",0,42.55,15.57,379.33,26.57,464.02
"1671","Reeves County","rural",134.81,18061.48,2191.66,201.01,625.66,21214.62
"1672","Refugio County","rural",9.5,1062.5,1044,0,413,2529
"1673","Reno County","rural",0,244.01,404.95,15.74,404.95,1069.65
"1674","Rensselaer County","small/mid",21.03,4901.46,4005.77,24.32,7377.77,16330.35
"1675","Renville County","rural",10.31,52.51,68.7,172.81,29.7,334.03
"1676","Republic County","rural",0,0,0,13.36,0,13.36
"1677","Reynolds County","rural",0,0,9.5,0,9.5,19
"1678","Rhea County","rural",0,260.5,131.5,0,330.5,722.5
"1679","Rice County","rural",27.73,539.5,403.76,53.01,350.76,1374.76
"1680","Rich County","rural",0,28,0,31,0,59
"1681","Richardson County","rural",0,46.59,0,12.57,0,59.16
"1682","Richland County","rural",9.5,116.83,35.77,76.62,44.77,283.49
"1683","Richland County","small/mid",93.32,50636.82,24433.5,56.06,74113.5,149333.2
"1684","Richland Parish","rural",25.92,1936.09,9518.9,10.69,10913.9,22405.5
"1685","Richmond city","urban",101.37,52826.17,35526.74,218.25,87580.74,176253.27
"1686","Richmond County","rural",24.24,3938.35,3059.56,282.42,6620.56,13925.13
"1687","Richmond County","small/mid",53.05,42759.68,26340.72,21.67,68536.72,137711.84
"1688","Riley County","small/mid",4.5,103,487,25.66,487,1107.16
"1689","Ringgold County","rural",0,0,52,0,52,104
"1690","Rio Arriba County","rural",8.46,2356.12,37.84,125.65,37.84,2565.91
"1691","Rio Blanco County","rural",0,67.66,62.92,2.91,41.92,175.41
"1692","Rio Grande County","rural",18.09,430.8,295.26,8.93,10.26,763.34
"1693","Ripley County","rural",0,52.59,77.08,3.46,73.08,206.21
"1694","Ritchie County","rural",0,0,0,0,0,0
"1695","Riverside County","urban",1295.55,96077.92,108393.29,2952.37,71154.29,279873.42
"1696","Roane County","rural",1.99,5.03,67.22,2.32,67.22,143.78
"1697","Roane County","small/mid",7.05,355.43,220.5,0,535.5,1118.48
"1698","Roanoke city","small/mid",114.08,11408.8,9399.19,35.89,20388.19,41346.15
"1699","Roanoke County","small/mid",37.83,1571.27,2314.67,6.83,3747.67,7678.27
"1700","Roberts County","rural",0,27.97,17.74,1965,17.74,2028.45
"1701","Robertson County","rural",0,4.34,22.28,0,22.28,48.9
"1702","Robertson County","small/mid",0,1933.96,1120,0,2483,5536.96
"1703","Robertson County","suburban",4,2604.62,2489.74,0,4560.74,9659.1
"1704","Robeson County","rural",106.76,5912.6,5160.63,10309.71,10375.63,31865.33
"1705","Rock County","rural",16.62,126.17,23.43,8.88,23.43,198.53
"1706","Rock County","small/mid",65.99,7846.16,6182.72,139,12718.72,26952.59
"1707","Rock Island County","small/mid",0,5469.45,3724.41,0,8127.41,17321.27
"1708","Rockbridge County","rural",13.21,469.66,328.78,0,755.78,1567.43
"1709","Rockcastle County","rural",6.85,4,12.19,0,16.19,39.23
"1710","Rockdale County","suburban",0,5819.95,3891.6,0,8841.6,18553.15
"1711","Rockingham County","small/mid",53.75,7153.5,3981.5,130,9698.5,21017.25
"1712","Rockingham County","suburban",69.78,912.38,763.98,39.08,760.98,2546.2
"1713","Rockland County","suburban",23.86,8460.92,5841.93,43.91,9808.93,24179.55
"1714","Rockwall County","suburban",3,1973.91,1729.99,0,2289.99,5996.89
"1715","Roger Mills County","rural",0,26,66,73.41,66,231.41
"1716","Rogers County","small/mid",0,518.56,401.33,1203.54,500.33,2623.76
"1717","Rolette County","rural",0,66.88,0,412,0,478.88
"1718","Rooks County","rural",0,16.04,61.19,0,61.19,138.42
"1719","Roosevelt County","rural",18.98,1318.02,119.09,183.52,119.09,1758.7
"1720","Roscommon County","rural",0,50.41,180.49,5.76,212.49,449.15
"1721","Roseau County","rural",42.5,0,2,105.33,2,151.83
"1722","Rosebud County","rural",0,35.28,36.4,319.5,36.4,427.58
"1723","Ross County","rural",0,631.68,513.75,0,1076.75,2222.18
"1724","Routt County","rural",0,72,57.05,0,22.05,151.1
"1725","Rowan County","rural",0,100.16,50.89,0,134.89,285.94
"1726","Rowan County","suburban",0,6512.76,3589.04,16.41,9216.04,19334.25
"1727","Runnels County","rural",12.7,632.23,973.95,0,221.95,1840.83
"1728","Rush County","rural",0,9,49,24.71,58,140.71
"1729","Rusk County","rural",0,18.6,68.88,25.8,68.88,182.16
"1730","Rusk County","small/mid",0,2314.5,1281.5,0,3147.5,6743.5
"1731","Russell County","rural",2.08,113.59,235.53,2.08,239.53,592.81
"1732","Russell County","small/mid",2,7051.14,4022.69,0,10976.69,22052.52
"1733","Rutherford County","rural",8.17,1868.84,1394.5,16.69,3126.5,6414.7
"1734","Rutherford County","suburban",167.74,7910.19,7800.61,30.91,14759.61,30669.06
"1735","Rutland County","rural",0,0,0,0,0,0
"1736","Sabine County","rural",0,140.79,87.17,0,218.17,446.13
"1737","Sabine Parish","rural",25.32,831.36,1820,10,2534,5220.68
"1738","Sac County","rural",0,0,0,6.56,0,6.56
"1739","Sacramento County","urban",6814.64,100844.27,67883.47,2914.61,117268.47,295725.46
"1740","Sagadahoc County","small/mid",6.92,26.36,62.12,5.27,68.12,168.79
"1741","Saginaw County","small/mid",50.77,28970.14,7512.52,75,35256.52,71864.95
"1742","Saguache County","rural",0,219,85,9.5,0,313.5
"1743","Salem city","small/mid",0,640,0,0,640,1280
"1744","Salem County","suburban",67.46,5472.78,5603.52,30.55,9481.52,20655.83
"1745","Saline County","rural",113.63,2585.63,1897.76,76.42,3363.76,8037.2
"1746","Saline County","small/mid",0,9.5,524.5,0,524.5,1058.5
"1747","Salt Lake County","urban",4335.02,17360.96,16019.47,2417.12,8694.47,48827.04
"1748","Saluda County","small/mid",0,2407.03,627.24,0,2780.24,5814.51
"1749","Sampson County","rural",95.69,4181.55,2668.5,244,5612.5,12802.24
"1750","San Augustine County","rural",0,449,192.67,0,641.67,1283.34
"1751","San Benito County","suburban",48.35,2443.5,2009.36,3.93,71.36,4576.5
"1752","San Bernardino County","suburban",4326.66,135301.7,123295.01,2124.51,99893.01,364940.89
"1753","San Diego County","urban",7541.76,153041.15,136537.87,3541.34,128494.87,429156.99
"1754","San Francisco County","urban",3710.07,53757.23,38817.9,1014.79,73841.9,171141.89
"1755","San Jacinto County","rural",0,674.46,353,0,872,1899.46
"1756","San Joaquin County","small/mid",2477.23,40131.33,35294.59,1114.84,34276.59,113294.58
"1757","San Juan County","rural",50.98,362.95,166.11,533.77,82.11,1195.92
"1758","San Juan County","small/mid",80.12,2719.48,424.66,8199.55,424.66,11848.47
"1759","San Luis Obispo County","small/mid",200.79,5992.63,5609.38,152.21,2454.38,14409.39
"1760","San Mateo County","suburban",5029.02,28006.28,20291.62,533.1,25990.62,79850.64
"1761","San Miguel County","rural",0,1037.02,12.53,8.25,8.53,1066.33
"1762","San Patricio County","small/mid",1,3874.36,5785.39,0,676.39,10337.14
"1763","San Saba County","rural",0,61,46,0,0,107
"1764","Sanborn County","rural",0,0,0,0,0,0
"1765","Sanders County","rural",0,12.6,41.75,105.2,41.75,201.3
"1766","Sandoval County","small/mid",30,3657.87,313,1355,313,5668.87
"1767","Sandusky County","rural",0,740.34,709.27,0,1038.27,2487.88
"1768","Sangamon County","small/mid",48.2,9423.87,4936.57,8.54,14145.57,28562.75
"1769","Sanilac County","rural",18.22,341.68,758.75,55.73,758.75,1933.13
"1770","Sanpete County","rural",30.39,168.5,113.9,32.37,34.9,380.06
"1771","Santa Barbara County","small/mid",525.81,20231.1,24074.89,359.95,8330.89,53522.64
"1772","Santa Clara County","urban",15835.1,98410.12,87089.24,1873.61,50092.24,253300.31
"1773","Santa Cruz County","rural",0,2621.04,1569.17,0,20.17,4210.38
"1774","Santa Cruz County","small/mid",124.22,8818.74,8162.8,243.64,2574.8,19924.2
"1775","Santa Fe County","small/mid",210.41,7646.56,485.15,926.19,485.15,9753.46
"1776","Santa Rosa County","small/mid",42,2044,2423,11.25,3782,8302.25
"1777","Sarasota County","small/mid",96.53,12881.78,10026.52,75.34,19041.52,42121.69
"1778","Saratoga County","small/mid",29.64,1008.77,1027.41,13.99,1481.41,3561.22
"1779","Sargent County","rural",0,0,0,0,0,0
"1780","Sarpy County","small/mid",128.36,1482,1192.5,70.26,1968.5,4841.62
"1781","Sauk County","rural",24.52,406.16,588.98,572,608.98,2200.64
"1782","Saunders County","small/mid",9.5,175.5,75,0,57,317
"1783","Sawyer County","rural",51.23,9.5,9.5,1402.5,9.5,1482.23
"1784","Schenectady County","small/mid",36.45,10598.41,6126.78,27.45,13754.78,30543.87
"1785","Schleicher County","rural",0,128.44,145,0,27,300.44
"1786","Schley County","rural",0,457,160,0,617,1234
"1787","Schoharie County","small/mid",0,69.76,368.81,0,373.81,812.38
"1788","Schoolcraft County","rural",0,0,60.37,28.5,60.37,149.24
"1789","Schuyler County","rural",0,129.72,80.69,0,126.69,337.1
"1790","Schuylkill County","rural",5.8,1011.75,821.67,13.07,1239.67,3091.96
"1791","Scioto County","rural",0,1435.98,473.75,0,1902.75,3812.48
"1792","Scotland County","rural",55.85,2894.79,2020.21,1469.91,4855.21,11295.97
"1793","Scott County","rural",9.5,5397.74,2509.99,17.08,7648.99,15583.3
"1794","Scott County","small/mid",66.31,6677,4384.32,44.99,9910.32,21082.94
"1795","Scott County","suburban",166.66,599.98,776.46,320.41,894.46,2757.97
"1796","Scotts Bluff County","rural",0,998.8,1281.14,671.66,65.14,3016.74
"1797","Screven County","rural",0,2149.81,1956.85,0,4096.85,8203.51
"1798","Scurry County","rural",0,1217.12,1765.39,0,773.39,3755.9
"1799","Searcy County","rural",0,0,0,0,0,0
"1800","Sebastian County","small/mid",179.09,672.14,1883.48,86.13,1883.48,4704.32
"1801","Sedgwick County","rural",0,0,0,0,0,0
"1802","Sedgwick County","small/mid",386.79,2508.16,11194.31,244.09,11194.31,25527.66
"1803","Seminole County","rural",0,2357.92,1282.06,1675.76,3387.06,8702.8
"1804","Seminole County","suburban",53.69,14950.62,13155.62,22.74,23492.62,51675.29
"1805","Seneca County","rural",100.56,1544.8,963.53,15.84,1369.53,3994.26
"1806","Sequatchie County","small/mid",0,33,19,41.12,19,112.12
"1807","Sequoyah County","small/mid",33.41,333.24,157.1,1028.53,294.1,1846.38
"1808","Sevier County","rural",74.97,893.75,728.51,212.85,720.51,2630.59
"1809","Seward County","rural",120.77,816,312.5,0,312.5,1561.77
"1810","Seward County","small/mid",0,89.5,23.5,0,27.5,140.5
"1811","Shackelford County","rural",0,80.77,25.48,0,25.48,131.73
"1812","Shannon County","rural",0,0,32.36,0,32.36,64.72
"1813","Sharkey County","rural",2.57,368.43,2844.94,17.75,3197.94,6431.63
"1814","Sharp County","rural",0,9.5,90.7,0,90.7,190.9
"1815","Shasta County","small/mid",436.45,2617.7,2492.66,1975.34,2425.66,9947.81
"1816","Shawano County","rural",35.51,111.34,778.59,2449.52,719.59,4094.55
"1817","Shawnee County","small/mid",84.3,768.7,4196.56,272,4196.56,9518.12
"1818","Sheboygan County","small/mid",86.95,1158.3,1521.35,224.37,1411.35,4402.32
"1819","Shelby County","rural",0,2048.84,1692.76,0,3566.76,7308.36
"1820","Shelby County","suburban",9.34,6190.06,4677.08,1.08,10014.08,20891.64
"1821","Shelby County","urban",112.95,129681.59,139615.17,71.66,266541.17,536022.54
"1822","Shenandoah County","rural",3.47,381.08,473.53,0.94,525.53,1384.55
"1823","Sherburne County","suburban",343.08,2614.83,1584.73,286.63,1805.73,6635
"1824","Sheridan County","rural",100.26,138.36,115.47,889.19,72.47,1315.75
"1825","Sherman County","rural",1.34,122.59,163.13,6.45,133.13,426.64
"1826","Shiawassee County","rural",22.87,811.28,566.5,56.46,1057.5,2514.61
"1827","Shoshone County","rural",243.45,64.4,65.71,132.47,65.71,571.74
"1828","Sibley County","suburban",0,118.77,26.5,0,9.5,154.77
"1829","Sierra County","rural",0,416.5,49.49,9,49.49,524.48
"1830","Silver Bow County","rural",0,207.5,26,48.67,26,308.17
"1831","Simpson County","rural",0,994.04,1311.5,10.5,2249.5,4565.54
"1832","Simpson County","small/mid",1,632.64,1084,0,1694,3411.64
"1833","Sioux County","rural",16.78,183,49.82,9.5,34.82,293.92
"1834","Sioux County","small/mid",0,0,3.79,95.97,3.79,103.55
"1835","Siskiyou County","rural",30.66,496.6,533.03,769.55,388.03,2217.87
"1836","Sitka City and Borough","rural",16.5,9.5,0,36.43,0,62.43
"1837","Skagit County","small/mid",62.78,1682.2,1717.4,413.25,504.4,4380.03
"1838","Skagway Municipality","rural",0,0,0,0,0,0
"1839","Skamania County","suburban",15.15,28,9.5,43.5,9.5,105.65
"1840","Slope County","rural",1.31,1,1.41,13.51,1.41,18.64
"1841","Smith County","rural",11.75,261.08,408.09,23.42,642.09,1346.43
"1842","Smith County","small/mid",6.19,22985.85,13131.08,608.48,28741.08,65472.68
"1843","Smith County","suburban",0,94.5,248.64,0,292.64,635.78
"1844","Smyth County","rural",2.29,115.03,178.42,2.3,274.42,572.46
"1845","Snohomish County","suburban",758.09,4898.49,4328.85,2429.19,6301.85,18716.47
"1846","Snyder County","rural",162.02,642.35,601.7,0,818.7,2224.77
"1847","Socorro County","rural",0,1154.77,173.89,211.59,173.89,1714.14
"1848","Solano County","small/mid",1314.77,23478.59,16381.24,611.4,30461.24,72247.24
"1849","Somerset County","rural",9.81,395,240.5,32.59,499.5,1177.4
"1850","Somerset County","small/mid",0,3000.3,1615.55,0,4560.55,9176.4
"1851","Somerset County","suburban",68.27,7587.52,4885.24,16.21,9522.24,22079.48
"1852","Somervell County","suburban",0,83.5,131,0,33,247.5
"1853","Sonoma County","small/mid",775.26,11836.93,10529.32,2018.07,6259.32,31418.9
"1854","Southampton County","rural",0,5537,2270,0,7807,15614
"1855","Southeast Fairbanks Census Area","rural",0,0,0,0,0,0
"1856","Spalding County","suburban",25.69,11144.73,12364.2,29.43,23085.2,46649.25
"1857","Spartanburg County","small/mid",59.54,26830.93,10072.35,40.88,35329.35,72333.05
"1858","Spencer County","rural",0,41.45,92.49,0,92.49,226.43
"1859","Spencer County","suburban",3.36,78.56,237.57,0.44,241.57,561.5
"1860","Spink County","rural",2.94,18.71,12.21,54.83,12.21,100.9
"1861","Spokane County","small/mid",376.81,5727.67,4362.5,3332.64,7524.5,21324.12
"1862","Spotsylvania County","suburban",50.54,2142.74,4169.09,7.99,5747.09,12117.45
"1863","St. Bernard Parish","suburban",99.86,1213.31,3813.19,92.59,4651.19,9870.14
"1864","St. Charles County","suburban",48.02,5416.5,2860.16,0,7833.16,16157.84
"1865","St. Charles Parish","suburban",91.84,1068.7,6410.42,0,7323.42,14894.38
"1866","St. Clair County","rural",0,282.51,1797.48,0,1797.48,3877.47
"1867","St. Clair County","suburban",168.58,21700.8,13995.92,170.66,35039.92,71075.88
"1868","St. Croix County","suburban",26.66,280.92,368,47.38,489,1211.96
"1869","St. Francis County","rural",0,27.56,1869.5,0,1869.5,3766.56
"1870","St. Francois County","rural",85.62,1206.25,435.39,29,1404.39,3160.65
"1871","St. Helena Parish","small/mid",0,234,1110.5,0,1344.5,2689
"1872","St. James Parish","suburban",0,879.75,1943.6,0,2771.6,5594.95
"1873","St. John the Baptist Parish","suburban",45.93,1112.7,5387,0,6319,12864.63
"1874","St. Johns County","suburban",5.9,6800.39,4384.37,0,10493.37,21684.03
"1875","St. Joseph County","rural",0,1363.16,1313.77,13.35,2453.77,5144.05
"1876","St. Joseph County","small/mid",73.3,10525.64,8642.86,38.75,17566.86,36847.41
"1877","St. Landry Parish","rural",0,2570.25,6524.5,0,9024.5,18119.25
"1878","St. Lawrence County","rural",9.5,365.98,263.5,139.87,421.5,1200.35
"1879","St. Louis city","urban",178.18,117067.89,35799.82,62.88,152167.82,305276.59
"1880","St. Louis County","small/mid",43.4,1553.07,555.58,2238.48,1952.58,6343.11
"1881","St. Louis County","suburban",216.67,65504.71,22798.53,100.79,87228.53,175849.23
"1882","St. Lucie County","small/mid",11.96,22742.59,17691.8,23.13,36159.8,76629.28
"1883","St. Martin Parish","small/mid",35.39,2063.35,6582.02,0,8096.02,16776.78
"1884","St. Mary Parish","rural",223.06,3054.07,5626.66,51.52,8148.66,17103.97
"1885","St. Mary's County","small/mid",59.15,3392.3,2963.8,14.85,6262.8,12692.9
"1886","St. Tammany Parish","suburban",43.81,3946.95,10052.33,18.44,13051.33,27112.86
"1887","Stafford County","rural",0,0,0,0,0,0
"1888","Stafford County","suburban",54,3721.9,4661.8,8.6,7644.8,16091.1
"1889","Stanislaus County","small/mid",1209.42,19139.5,19293.64,934.03,9952.64,50529.23
"1890","Stanley County","rural",0,0,0,35,0,35
"1891","Stanly County","rural",70.52,1864.52,619,10,2436,5000.04
"1892","Stanton County","rural",0,101.16,217.64,10.69,217.64,547.13
"1893","Stark County","rural",41.06,35.79,47.22,409.16,47.22,580.45
"1894","Stark County","small/mid",38.8,6149.92,4696.24,31.64,10662.24,21578.84
"1895","Starke County","rural",0,20,37.56,0,53.56,111.12
"1896","Starr County","rural",0,6772.47,2276.28,0,97.28,9146.03
"1897","Staunton city","small/mid",456.96,1693.88,1990.78,223.65,3309.78,7675.05
"1898","Ste. Genevieve County","rural",172.78,417.5,1379,0,1486,3455.28
"1899","Stearns County","small/mid",142.6,1837.16,871.67,255.36,2194.67,5301.46
"1900","Steele County","rural",10.03,267.93,394.91,51.73,354.91,1079.51
"1901","Stephens County","rural",9.5,3454.14,2357.19,574.21,4915.19,11310.23
"1902","Stephenson County","rural",0,3085.77,1575.66,0,4516.66,9178.09
"1903","Sterling County","rural",0,3.08,14.47,14.09,10.47,42.11
"1904","Steuben County","rural",20.65,1281.14,1000,103.55,1587,3992.34
"1905","Stevens County","rural",0,56,24.84,0,28.84,109.68
"1906","Stevens County","small/mid",0,16.5,17.5,124,9.5,167.5
"1907","Stewart County","rural",0,218,1615.59,0,1828.59,3662.18
"1908","Stillwater County","rural",5.03,43.52,24.2,103.79,24.2,200.74
"1909","Stoddard County","rural",0,257.5,87.23,0,320.23,664.96
"1910","Stokes County","small/mid",14.12,697,395.5,20.29,865.5,1992.41
"1911","Stone County","rural",0,688.43,3655.34,0,4297.34,8641.11
"1912","Stonewall County","rural",0,108.5,26.09,0,75.09,209.68
"1913","Storey County","small/mid",0,0,0,14.96,0,14.96
"1914","Story County","small/mid",41.14,601.5,368.5,13.94,789.5,1814.58
"1915","Strafford County","suburban",110.21,1101.21,827.55,13.63,1020.55,3073.15
"1916","Stutsman County","rural",14.4,90.5,87.59,423.26,87.59,703.34
"1917","Sublette County","rural",49.09,96.22,0,237.5,0,382.81
"1918","Suffolk city","suburban",30.51,11557.11,8534.17,3.26,19950.17,40075.22
