"","county_name","sum_aapi_pop","sum_black_pop","sum_latinx_pop","sum_native_pop","sum_white_pop","total_pop"
"1705","Tuscaloosa County",6.81,18568.35,9115.61,0,27501.61,55192.38
"1706","Tuscarawas County",35.31,432.5,602,0,713,1782.81
"1707","Tuscola County",0,411.82,128,159.95,424,1123.77
"1708","Twiggs County",0,446,0,0,446,892
"1709","Twin Falls County",20.74,1379.32,45.67,34.96,45.67,1526.36
"1710","Tyler County",0.24,1055.55,445.44,0,1091.44,2592.67
"1711","Tyrrell County",0,136,97,0,233,466
"1712","Uinta County",46.09,98.5,91.61,17.13,47.61,300.94
"1713","Uintah County",40.5,450,434,329.5,106,1360
"1714","Ulster County",155.06,4974.11,4275.31,76.65,7209.31,16690.44
"1715","Umatilla County",93.4799999999999,847.74,938.85,486.57,279.85,2646.49
"1716","Unicoi County",0,26.48,31.88,0,31.88,90.24
"1717","Union County",760.95,64534.86,41489.07,280.25,87152.07,194217.2
"1718","Union Parish",12.87,779.57,4960.19,9.42,5528.19,11290.24
"1719","Upshur County",67.16,1333.73,2021.03,1.09,3222.03,6645.04
"1720","Upson County",0,3305,2609.37,0,5907.37,11821.74
"1721","Upton County",0,332,148.1,0,50.1,530.2
"1722","Utah County",428.96,3075.08,1763.81,255.54,759.81,6283.2
"1723","Uvalde County",0,900,2045.73,0,364.73,3310.46
"1724","Val Verde County",9.23,18489.5,2323.19,14.91,175.19,21012.02
"1725","Valdez-Cordova Census Area",0,0,0,0,0,0
"1726","Valencia County",0,2415.5,84.66,176.94,84.66,2761.76
"1727","Valley County",0,108.89,2,77.5,2,190.39
"1728","Van Buren County",14.94,2291,1040.52,6.96,2905.52,6258.94
"1729","Van Wert County",0,62,0,0,62,124
"1730","Van Zandt County",2,787.69,1219.13,2.24,1651.13,3662.19
"1731","Vance County",28.5,2551.95,3186.5,1.9,5601.5,11370.35
"1732","Vanderburgh County",26.45,6031.75,5779.48,59.03,11335.48,23232.19
"1733","Venango County",1.96,686.76,750.5,8.62,1325.5,2773.34
"1734","Ventura County",1173,34069.19,30589.81,352.43,9676.81,75861.24
"1735","Vermilion County",0,4334.31,3304.9,0,7310.9,14950.11
"1736","Vermilion Parish",67,1604.94,1949.88,0,3262.88,6884.7
"1737","Vermillion County",0,37.82,56.5,26.82,67.5,188.64
"1738","Vernon County",19,116.31,272.33,44.16,290.33,742.13
"1739","Vernon Parish",31.12,1022.57,2971.5,43.92,3929.5,7998.61
"1740","Victoria County",26.29,9745.26,9442.81,7.28,5242.81,24464.45
"1741","Vigo County",8.51,2036.76,1772.45,0,3642.45,7460.17
"1742","Vilas County",0,46.49,126.44,1319.82,126.44,1619.19
"1743","Vinton County",0.8,0.92,17.26,0.66,17.26,36.9
"1744","Virginia Beach city",403.72,20514.33,17552.06,36.29,37124.06,75630.46
"1745","Volusia County",79.33,24566.02,19126.27,49.41,40766.27,84587.3
"1746","Wabash County",0,67.83,73.43,0,87.43,228.69
"1747","Wabasha County",71.92,45,19,0,19,154.92
"1748","Wabaunsee County",0,26,9.5,0,9.5,45
"1749","Wade Hampton Census Area",0,0,0,0,0,0
"1750","Wadena County",0,10,44,41.65,54,149.65
"1751","Wagoner County",0,571.68,483.41,372.04,980.41,2407.54
"1752","Wahkiakum County",4.95,10.5,0,9.5,0,24.95
"1753","Wake County",431.98,33671.25,22831.99,245.93,50888.99,108070.14
"1754","Wakulla County",98.76,2234.75,1666.48,0,2577.48,6577.47
"1755","Waldo County",0,0,23.53,25.86,23.53,72.92
"1756","Walker County",63.7,7717.74,5167.57,35.94,11515.57,24500.52
"1757","Walla Walla County",20.68,498,736.5,78.78,220.5,1554.46
"1758","Wallace County",0,6,0,0,0,6
"1759","Waller County",0,2273.5,1596,0,2980,6849.5
"1760","Wallowa County",0,0,0,0,0,0
"1761","Walsh County",0,93,137.8,101.8,85.8,418.4
"1762","Walthall County",0,829,277.59,0,1106.59,2213.18
"1763","Walton County",33.69,7625.54,5225.73,26.96,12350.73,25262.65
"1764","Walworth County",44.61,1037.78,1725.23,625.65,913.23,4346.5
"1765","Wapello County",0,271.49,291.1,4.19,197.1,763.88
"1766","Ward County",50.87,1505.85,1037.5,794.06,848.5,4236.78
"1767","Ware County",0,7455.5,3642.6,0,11016.6,22114.7
"1768","Warren County",333.88,16272.62,12970.46,206.69,25971.46,55755.11
"1769","Warrick County",24.7,62.71,352.5,0,373.5,813.41
"1770","Wasatch County",46.98,338,113.13,51.15,51.13,600.39
"1771","Wasco County",23.9,349.7,185.91,145.26,19.91,724.68
"1772","Waseca County",0,39,52.5,0,52.5,144
"1773","Washakie County",0,114.84,12,25.99,0,152.83
"1774","Washburn County",0,13.5,58.44,52.28,62.44,186.66
"1775","Washington County",1343.21,44747.25,32294.17,2877.03,60163.17,141424.83
"1776","Washington Parish",0,2250.9,2374.16,0,4601.16,9226.22
"1777","Washita County",0,105.86,145.75,72,66.75,390.36
"1778","Washoe County",1104.48,11535.53,10246.3,2302.02,9962.3,35150.63
"1779","Washtenaw County",113.66,20365.76,6227.29,175.75,26409.29,53291.75
"1780","Watauga County",0,277,112.5,0,270.5,660
"1781","Watonwan County",9.5,107,111.15,0,15.15,242.8
"1782","Waukesha County",118.5,3563.83,4415.67,236.38,5411.67,13746.05
"1783","Waupaca County",44.55,148.38,220.5,76.09,186.5,676.02
"1784","Waushara County",14.5,183.51,361.88,32.91,337.88,930.68
"1785","Wayne County",803.5,371427.94,64347.76,694,431852.76,869125.96
"1786","Waynesboro city",6.38,948.86,373.25,2.54,1272.25,2603.28
"1787","Weakley County",0,581.68,621.74,0,1144.74,2348.16
"1788","Webb County",58.73,18879.27,10181.75,9.45,456.75,29585.95
"1789","Weber County",462.62,9202.51,7738.6,429.33,4441.6,22274.66
"1790","Webster County",17.03,1411.14,2214.03,56.82,3340.03,7039.05
"1791","Webster Parish",5.81,2177.06,6290.36,42.76,8200.36,16716.35
"1792","Weld County",105.23,8629.5,12161.19,462.05,1038.19,22396.16
"1793","Wells County",0.63,259.97,281.09,146.5,308.09,996.28
"1794","West Baton Rouge Parish",32.12,940.5,6591.5,0,7263.5,14827.62
"1795","West Carroll Parish",0,213.56,431.5,0,616.5,1261.56
"1796","West Feliciana Parish",0,669,736.74,0,1405.74,2811.48
"1797","Westchester County",158.33,35799.81,35405.21,69.04,52767.21,124199.6
"1798","Westmoreland County",56.06,5325.98,6314.28,38.15,11112.28,22846.75
"1799","Weston County",0,46.68,20.49,24.45,20.49,112.11
"1800","Wetzel County",5.9,13.07,149.93,2.22,149.93,321.05
"1801","Wexford County",1.62,66.31,35.81,75.71,66.81,246.26
"1802","Wharton County",24.37,3378.5,2954,0,3209,9565.87
"1803","Whatcom County",186.7,1544.92,1511.36,2605.63,1192.36,7040.97
"1804","Wheatland County",0,0,0,0,0,0
"1805","Wheeler County",0.15,369.6,333.17,0.31,505.17,1208.4
"1806","White County",0,690.87,1341.59,59.5,1736.59,3828.55
"1807","White Pine County",0,121.49,76,65.19,40,302.68
"1808","Whiteside County",0,1180,1120.5,4,1128.5,3433
"1809","Whitfield County",31.65,4801.78,2777.75,24.41,4912.75,12548.34
"1810","Whitley County",3.75,223.14,334.47,27.71,435.47,1024.54
"1811","Whitman County",32.3,75.25,68.54,38.39,68.54,283.02
"1812","Wibaux County",0.92,33.94,11.46,95.84,11.46,153.62
"1813","Wichita County",100.73,7255.56,6651.59,55.29,9710.59,23773.76
"1814","Wicomico County",111.53,16560.27,7945.89,27.83,22642.89,47288.41
"1815","Wilbarger County",0,891.6,885.18,0,1085.18,2861.96
"1816","Wilcox County",0,1475.5,1490.49,0,2956.49,5922.48
"1817","Wilkes County",0,2625.1,1430.76,0,3575.76,7631.62
"1818","Wilkin County",0,12,0,0,0,12
"1819","Wilkinson County",0,735,797.5,0,1532.5,3065
"1820","Will County",63.74,17009.28,10052.3,572.17,23356.3,51053.79
"1821","Willacy County",0,1300.5,1950,0,19,3269.5
"1822","Williams County",6.98,442.73,1562.8,415.67,1586.8,4014.98
"1823","Williamsburg city",6.98,3338.07,591.98,1.5,3874.98,7813.51
"1824","Williamsburg County",0,7086.59,2732.5,0,9532.5,19351.59
"1825","Williamson County",195.13,12804.91,14158.8,37.62,15133.8,42330.26
"1826","Wilson County",23.27,10405.52,8779.66,34.92,14253.66,33497.03
"1827","Winchester city",32.94,1389.42,680.07,2.49,1871.07,3975.99
"1828","Windham County",0,0,0,0,0,0
"1829","Windsor County",0,0,0,0,0,0
"1830","Winkler County",0,1759.66,388.61,0,101.61,2249.88
"1831","Winn Parish",0,794.33,850.31,0,1555.31,3199.95
"1832","Winnebago County",280.81,19856.36,13817.75,351.48,30129.75,64436.15
"1833","Winneshiek County",0,0,7.71,0,7.71,15.42
"1834","Winona County",23.46,257,153.76,0,338.76,772.98
"1835","Winston County",11.57,1418.73,4017.9,37.05,5343.9,10829.15
"1836","Wirt County",0.17,1.36,21.92,0,21.92,45.37
"1837","Wise County",21.55,1031.5,935.6,18.26,920.6,2927.51
"1838","Wolfe County",0,18.82,68.86,0,68.86,156.54
"1839","Wood County",37.13,2375.39,1778.6,168.15,3213.6,7572.87
"1840","Woodbury County",118.64,2251.1,1587.42,1847.7,2220.42,8025.28
"1841","Woodford County",0,575.21,712.9,0,1028.9,2317.01
"1842","Woodruff County",0,0,143.5,0,143.5,287
"1843","Woods County",0,28.5,28.5,80.74,28.5,166.24
"1844","Woodson County",0,0,0,2,0,2
"1845","Woodward County",0,137.96,117.48,122.06,69.48,446.98
"1846","Worcester County",676.33,15960.46,11052.99,159.86,13018.99,40868.63
"1847","Worth County",0,1965.1,915.6,0,2870.6,5751.3
"1848","Wrangell City and Borough",0,0,0,0,0,0
"1849","Wright County",19,232.5,339.69,120.17,435.69,1147.05
"1850","Wyandot County",0,103.82,29.07,0,65.07,197.96
"1851","Wyandotte County",44.2,866.6,5316.02,27.42,5316.02,11570.26
"1852","Wyoming County",3.53,376.55,450.33,1.44,567.33,1399.18
"1853","Wythe County",2.03,471.18,467.82,0,804.82,1745.85
"1854","Yadkin County",0,621.16,360.03,1,696.03,1678.22
"1855","Yakima County",333.76,12229.69,9739.84,4638.91,3197.84,30140.04
"1856","Yakutat City and Borough",0,0,0,0,0,0
"1857","Yalobusha County",0,860.5,389,0,1240,2489.5
"1858","Yamhill County",193.11,949.61,1027.2,258.11,153.2,2581.23
"1859","Yancey County",0,29.5,46.25,9.5,42.25,127.5
"1860","Yankton County",0,90,8,358,90,546
"1861","Yates County",0,181.87,220.08,0,258.08,660.03
"1862","Yavapai County",85.19,3857.43,5140.36,1568.86,898.36,11550.2
"1863","Yazoo County",48.8,1726.65,3445,0,5119,10339.45
"1864","Yell County",9.5,111.59,28.7,0,28.7,178.49
"1865","Yellow Medicine County",0,13,15.92,43.5,6.92,79.34
"1866","Yellowstone County",87.76,787.24,463.07,1905.45,463.07,3706.59
"1867","Yoakum County",0,246.5,509.61,0,18.61,774.72
"1868","Yolo County",528.99,7276.79,8375.58,659.02,4978.58,21818.96
"1869","York County",3407.08,50105.8,27883.33,178.4,59115.33,140689.94
"1870","Young County",0,388,296.5,54.16,258.5,997.16
"1871","Yuba County",1237.07,4865.72,2645.17,233.22,2240.17,11221.35
"1872","Yukon-Koyukuk Census Area",0,0,0,0,0,0
"1873","Yuma County",98.71,9524.47,10830.9,1431.94,1736.9,23622.92
"1874","Zapata County",0,2784,237.79,0,23.79,3045.58
"1875","Zavala County",0,1439.74,487.17,0,94.17,2021.08
"1876","Ziebach County",38.66,83,154.64,445.4,154.64,876.34
